3.33E-04	-4.22E-03	0.2912763
0.003666654	-4.25E-03	0.2891835
0.007	-5.19E-03	0.2870216
0.01033333	-5.31E-03	0.2846742
0.01366666	-5.25E-03	0.2821456
0.01699999	-5.95E-03	0.2804167
0.02033332	-6.04E-03	0.2789427
0.02366666	-6.66E-03	0.2780452
0.027	-5.90E-03	0.2770472
0.03033332	-6.10E-03	0.2762918
0.03366666	-6.14E-03	0.275105
0.03699998	-6.12E-03	0.2737894
0.04033333	-6.90E-03	0.2714387
0.04366666	-6.24E-03	0.2687901
0.047	-7.99E-03	0.2671045
0.05033332	-8.25E-03	0.2660794
0.05366666	-7.05E-03	0.2650778
0.057	-7.68E-03	0.2644145
0.06033332	-7.71E-03	0.2634087
0.06366665	-7.92E-03	0.2622256
0.067	-7.33E-03	0.2609993
0.07033334	-8.33E-03	0.2596311
0.07366666	-8.14E-03	0.2580058
0.077	-8.53E-03	0.2563876
0.08033332	-8.93E-03	0.2549338
0.08366665	-9.58E-03	0.2538403
0.087	-9.27E-03	0.252727
0.09033332	-9.01E-03	0.2519683
0.09366666	-9.42E-03	0.2512982
0.09699999	-8.78E-03	0.2501544
0.1003333	-9.54E-03	0.249309
0.1036666	-9.73E-03	0.248384
0.107	-0.01000593	0.2473824
0.1103334	-9.58E-03	0.2453193
0.1136667	-9.87E-03	0.2433499
0.117	-0.0114301	0.2413234
0.1203333	-0.0112857	0.2396328
0.1236666	-0.01121902	0.2387796
0.127	-0.01117944	0.2377274
0.1303333	-0.01098851	0.2368147
0.1336666	-0.01179221	0.2361632
0.137	-0.01208993	0.2354903
0.1403334	-0.01169216	0.2348922
0.1436667	-0.01244104	0.2341066
0.147	-0.01190515	0.2330836
0.1503333	-0.01267694	0.2320786
0.1536667	-0.01287817	0.231465
0.157	-0.01338968	0.2310408
0.1603333	-0.0129822	0.2303956
0.1636666	-0.01277808	0.2300114
0.167	-0.01209091	0.2296646
0.1703333	-0.01266834	0.2289139
0.1736667	-0.01255794	0.2280835
0.177	-0.01235592	0.2274153
0.1803333	-0.0135768	0.2267468
0.1836666	-0.01306594	0.225817
0.187	-0.01350458	0.2246612
0.1903333	-0.01309091	0.2232445
0.1936666	-0.0142021	0.2221456
0.197	-0.01325256	0.2213581
0.2003333	-0.01376964	0.220487
0.2036667	-0.01350587	0.2196304
0.207	-0.01478851	0.2186802
0.2103333	-0.01402568	0.2181166
0.2136666	-0.01457397	0.2174992
0.217	-0.01387985	0.217083
0.2203333	-0.01502645	0.216686
0.2236666	-0.01487788	0.2159899
0.227	-0.01448774	0.2155188
0.2303333	-0.01507699	0.2149359
0.2336667	-0.01485207	0.2141192
0.237	-0.01591399	0.213283
0.2403334	-0.01529481	0.2126876
0.2436667	-0.01626094	0.2121963
0.247	-0.01524266	0.2118186
0.2503333	-0.01545575	0.211452
0.2536666	-0.01509892	0.2110844
0.257	-0.01495105	0.2106154
0.2603333	-0.01529251	0.2100676
0.2636666	-0.01557151	0.2093968
0.267	-0.0161226	0.2088612
0.2703333	-0.01650364	0.2083166
0.2736666	-0.01613089	0.2078371
0.277	-0.01669099	0.2073808
0.2803333	-0.01631964	0.2069416
0.2836666	-0.01681174	0.2063524
0.287	-0.01705878	0.205298
0.2903333	-0.01646183	0.2043108
0.2936666	-0.01748835	0.2037735
0.297	-0.01685461	0.203357
0.3003333	-0.01604316	0.2028847
0.3036666	-0.01675595	0.2024136
0.307	-0.01701065	0.2018652
0.3103333	-0.01667883	0.2010304
0.3136666	-0.01783517	0.2003606
0.317	-0.01718686	0.1996758
0.3203333	-0.0175686	0.1992122
